@relation viterbi_ok1-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R27-I-1

@attribute PoS {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute IdW numeric
@attribute TotLines numeric
@attribute Prop {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {0.0,yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {0.0,T1,R1,SP1}
@attribute TH3 {0.0,T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute Gender {f,m}
@attribute N.Syll. numeric
@attribute Tobi-1 {0.0,S,L*+H,LH-,U,H*,LL-,L*,HL-}
@attribute 'Copy of PoS-1' {NNP,VBZ,NNS,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,CC,RBR,VBG,VBP,PDT,WP,JJR,RP,WRB,WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,NMOD,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of IdW-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of Prop-1' {0.0,P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {0.0,yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {0.0,T1,R1,SP1}
@attribute 'Copy of TH3-1' {0.0,T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of Gender-1' {f,m}
@attribute 'Copy of N.Syll.-1' numeric
@attribute ToBI {S,L*+H,LL-,LH-,U,H*,L*,HL-,HH-}

@data
NN,SBJ,4,12,0.0,0.0,T1,0.0,0.0,2,A,f,2,S,NN,NMOD,3,12,0.0,0.0,T1,0.0,0.0,2,A,f,2,S
JJ,NMOD,5,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,SBJ,4,12,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*
NN,TMP,6,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,JJ,NMOD,5,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
VBD,ROOT,7,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,TMP,6,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
CD,NMOD,8,12,0.0,0.0,R1,0.0,0.0,2,Z,f,9,S,VBD,ROOT,7,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*
NNS,OBJ,9,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,CD,NMOD,8,12,0.0,0.0,R1,0.0,0.0,2,Z,f,9,LL-
IN,LOC,10,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-,NNS,OBJ,9,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
DT,NMOD,11,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,IN,LOC,10,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
NNP,PMOD,12,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,DT,NMOD,11,12,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
NNP,NAME,1,15,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNP,PMOD,12,12,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*
NNS,SBJ,2,15,0.0,0.0,T1,0.0,0.0,2,A,f,3,H*,NNP,NAME,1,15,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
NNP,POSTHON,3,15,0.0,0.0,T1,0.0,0.0,2,A,f,6,S,NNS,SBJ,2,15,0.0,0.0,T1,0.0,0.0,2,A,f,3,L*
VBD,ROOT,4,15,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*,NNP,POSTHON,3,15,0.0,0.0,T1,0.0,0.0,2,A,f,6,H*
PRP$,NMOD,5,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,VBD,ROOT,4,15,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NN,OBJ,6,15,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U,PRP$,NMOD,5,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-
TO,DIR,7,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-,NN,OBJ,6,15,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
CD,NMOD,8,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,TO,DIR,7,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*
NNS,PMOD,9,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,CD,NMOD,8,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
IN,DIR,10,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNS,PMOD,9,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
CD,NMOD,11,15,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,IN,DIR,10,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*
NNS,PMOD,12,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,CD,NMOD,11,15,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S
DT,NMOD,13,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NNS,PMOD,12,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
NN,ADV,14,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,DT,NMOD,13,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
DT,NMOD,1,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NN,ADV,14,15,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
JJ,NMOD,2,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,DT,NMOD,1,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NN,SBJ,3,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,JJ,NMOD,2,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
MD,ROOT,4,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,SBJ,3,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
VB,VC,5,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,MD,ROOT,4,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
JJ,PRD,6,9,0.0,0.0,R1,0.0,0.0,2,Z,f,3,S,VB,VC,5,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-
NNP,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,3,LH-,JJ,PRD,6,9,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*
CD,TMP,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*,NNP,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,3,LL-
DT,NMOD,1,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,CD,TMP,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NN,NMOD,2,8,0.0,0.0,T1,0.0,0.0,2,A,f,2,U,DT,NMOD,1,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NN,SBJ,3,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,NN,NMOD,2,8,0.0,0.0,T1,0.0,0.0,2,A,f,2,LL-
VBZ,ROOT,4,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-,NN,SBJ,3,8,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*
VBN,VC,6,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,VBZ,ROOT,4,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
VBN,VC,7,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,VBN,VC,6,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
NNP,SBJ,1,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,VBN,VC,7,8,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H
VBN,APPO,3,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,NNP,SBJ,1,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
IN,LOC,4,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,VBN,APPO,3,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
NNP,NAME,5,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,IN,LOC,4,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
NNP,PMOD,6,17,0.0,0.0,T1,0.0,0.0,2,A,f,3,S,NNP,NAME,5,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,HL-
VBZ,ROOT,8,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,HL-,NNP,PMOD,6,17,0.0,0.0,T1,0.0,0.0,2,A,f,3,L*+H
CC,COORD,9,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,VBZ,ROOT,8,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U
VBZ,CONJ,10,17,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U,CC,COORD,9,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
JJ,PRD,11,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S,VBZ,CONJ,10,17,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*+H
NN,COORD,13,17,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*+H,JJ,PRD,11,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S
CC,COORD,14,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,NN,COORD,13,17,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
NN,CONJ,15,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,CC,COORD,14,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNS,OBJ,16,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,NN,CONJ,15,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LL-
DT,NMOD,1,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,NNS,OBJ,16,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
VBN,NMOD,2,17,0.0,0.0,T1,0.0,0.0,2,A,f,2,U,DT,NMOD,1,17,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H
NNS,SBJ,3,17,0.0,0.0,T1,0.0,0.0,2,A,f,2,L*+H,VBN,NMOD,2,17,0.0,0.0,T1,0.0,0.0,2,A,f,2,S
RB,ADV,4,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,NNS,SBJ,3,17,0.0,0.0,T1,0.0,0.0,2,A,f,2,H*
MD,ROOT,5,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,RB,ADV,4,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
VB,VC,6,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,MD,ROOT,5,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNS,OBJ,7,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S,VB,VC,6,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,LH-
TO,OPRD,8,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LH-,NNS,OBJ,7,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U
VB,IM,9,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,TO,OPRD,8,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
NNS,OBJ,10,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S,VB,IM,9,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*
IN,NMOD,11,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,H*,NNS,OBJ,10,17,0.0,0.0,R1,0.0,0.0,2,Z,f,4,U
NNS,PMOD,12,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,IN,NMOD,11,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
RB,TMP,13,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,NNS,PMOD,12,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,L*+H
CC,COORD,14,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*+H,RB,TMP,13,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
RBR,AMOD,15,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,U,CC,COORD,14,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S
RB,CONJ,16,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,S,RBR,AMOD,15,17,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
RB,NMOD,2,13,0.0,0.0,SP1,0.0,0.0,3,A,f,4,0.0,RB,CONJ,16,17,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*
DT,NMOD,3,13,0.0,0.0,T1,0.0,0.0,3,B,f,1,H*,RB,NMOD,2,13,0.0,0.0,SP1,0.0,0.0,3,A,f,4,U
NN,SBJ,4,13,0.0,0.0,T1,0.0,0.0,3,B,f,3,U,DT,NMOD,3,13,0.0,0.0,T1,0.0,0.0,3,B,f,1,L*+H
VBD,ROOT,5,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*+H,NN,SBJ,4,13,0.0,0.0,T1,0.0,0.0,3,B,f,3,S
RB,ADV,6,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,VBD,ROOT,5,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*
RB,ADV,7,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,L*,RB,ADV,6,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*
VB,VC,8,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,H*,RB,ADV,7,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
IN,ADV,9,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,VB,VC,8,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U
DT,NMOD,10,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,IN,ADV,9,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
NN,PMOD,11,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S,DT,NMOD,10,13,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-
CC,DEP,1,18,0.0,0.0,SP1,0.0,0.0,4,A,f,1,0.0,NN,PMOD,11,13,0.0,0.0,R1,0.0,0.0,3,Z,f,2,U
IN,DEP,2,18,0.0,0.0,T1,0.0,0.0,4,B,f,2,U,CC,DEP,1,18,0.0,0.0,SP1,0.0,0.0,4,A,f,1,S
CD,NMOD,3,18,0.0,0.0,T1,0.0,0.0,4,B,f,5,S,IN,DEP,2,18,0.0,0.0,T1,0.0,0.0,4,B,f,2,H*
IN,NMOD,5,18,0.0,0.0,T1,0.0,0.0,4,B,f,1,H*,CD,NMOD,3,18,0.0,0.0,T1,0.0,0.0,4,B,f,5,U
DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,4,B,f,1,U,IN,NMOD,5,18,0.0,0.0,T1,0.0,0.0,4,B,f,1,U
NNS,PMOD,7,18,0.0,0.0,T1,0.0,0.0,4,B,f,3,U,DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,4,B,f,1,LL-
VBG,NMOD,9,18,0.0,0.0,SP2,0.0,0.0,4,C,f,3,LL-,NNS,PMOD,7,18,0.0,0.0,T1,0.0,0.0,4,B,f,3,H*
TO,PMOD,10,18,0.0,0.0,SP2,0.0,0.0,4,C,f,1,H*,VBG,NMOD,9,18,0.0,0.0,SP2,0.0,0.0,4,C,f,3,U
NNP,NMOD,11,18,0.0,0.0,SP2,0.0,0.0,4,C,f,3,U,TO,PMOD,10,18,0.0,0.0,SP2,0.0,0.0,4,C,f,1,L*
NNS,PMOD,12,18,0.0,0.0,SP2,0.0,0.0,4,C,f,2,L*,NNP,NMOD,11,18,0.0,0.0,SP2,0.0,0.0,4,C,f,3,LH-
VBP,ROOT,14,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,LH-,NNS,PMOD,12,18,0.0,0.0,SP2,0.0,0.0,4,C,f,2,H*
PRP$,NMOD,15,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,H*,VBP,ROOT,14,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,U
NNS,OBJ,16,18,0.0,0.0,R1,0.0,0.0,4,Z,f,2,U,PRP$,NMOD,15,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,S
RB,ADV,17,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,S,NNS,OBJ,16,18,0.0,0.0,R1,0.0,0.0,4,Z,f,2,LL-
DT,NMOD,1,15,0.0,0.0,T1,0.0,0.0,3,A,f,1,0.0,RB,ADV,17,18,0.0,0.0,R1,0.0,0.0,4,Z,f,1,U
NNP,SBJ,2,15,0.0,0.0,T1,0.0,0.0,3,A,f,3,U,DT,NMOD,1,15,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H
MD,OBJ,3,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*+H,NNP,SBJ,2,15,0.0,0.0,T1,0.0,0.0,3,A,f,3,U
RB,ADV,4,15,0.0,0.0,R1,0.0,0.0,3,Z,f,3,U,MD,OBJ,3,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*+H
VB,VC,5,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*+H,RB,ADV,4,15,0.0,0.0,R1,0.0,0.0,3,Z,f,3,S
IN,ADV,6,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,VB,VC,5,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
DT,NMOD,7,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,IN,ADV,6,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
NN,PMOD,8,15,0.0,0.0,R1,0.0,0.0,3,Z,f,3,U,DT,NMOD,7,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,HL-
JJ,NMOD,9,15,0.0,0.0,R1,0.0,0.0,3,Z,f,2,HL-,NN,PMOD,8,15,0.0,0.0,R1,0.0,0.0,3,Z,f,3,L*
JJ,NMOD,10,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*,JJ,NMOD,9,15,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
NN,TMP,11,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,JJ,NMOD,10,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-
PRP,SBJ,13,15,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,LL-,NN,TMP,11,15,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
VBD,ROOT,14,15,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,U,PRP,SBJ,13,15,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,LL-
RB,SBJ,1,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,VBD,ROOT,14,15,0.0,0.0,SP1,0.0,0.0,3,Z,f,1,L*+H
PDT,NMOD,2,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*+H,RB,SBJ,1,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
DT,NMOD,3,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,PDT,NMOD,2,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
WP,SBJ,4,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,DT,NMOD,3,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,U
VBD,NMOD,5,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,WP,SBJ,4,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,HL-
VBP,ROOT,6,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,HL-,VBD,NMOD,5,9,0.0,0.0,T1,0.0,0.0,2,A,f,1,L*
DT,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,L*,VBP,ROOT,6,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U
NNS,OBJ,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,U,DT,NMOD,7,9,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
VBG,ADV,1,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,0.0,NNS,OBJ,8,9,0.0,0.0,R1,0.0,0.0,2,Z,f,2,H*
TO,PMOD,2,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,H*,VBG,ADV,1,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U
DT,NMOD,3,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,U,TO,PMOD,2,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,U
NNS,PMOD,4,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U,DT,NMOD,3,18,0.0,0.0,SP1,0.0,0.0,3,A,f,1,HL-
DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,HL-,NNS,PMOD,4,18,0.0,0.0,SP1,0.0,0.0,3,A,f,3,U
NN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,U,DT,NMOD,6,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,L*+H
NNS,SBJ,8,18,0.0,0.0,T1,0.0,0.0,3,B,f,2,L*+H,NN,NMOD,7,18,0.0,0.0,T1,0.0,0.0,3,B,f,1,S
MD,ROOT,9,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,NNS,SBJ,8,18,0.0,0.0,T1,0.0,0.0,3,B,f,2,U
VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,MD,ROOT,9,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S
NN,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,Z,f,3,S,VB,VC,10,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,H*
NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,Z,f,2,H*,NN,NMOD,11,18,0.0,0.0,R1,0.0,0.0,3,Z,f,3,LL-
IN,EXT,13,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-,NNS,OBJ,12,18,0.0,0.0,R1,0.0,0.0,3,Z,f,2,S
RBR,DEP,14,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,S,IN,EXT,13,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*
IN,DEP,15,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,L*,RBR,DEP,14,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
DT,NMOD,16,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,IN,DEP,15,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
JJ,PMOD,17,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U,DT,NMOD,16,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,LL-
DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,0.0,JJ,PMOD,17,18,0.0,0.0,R1,0.0,0.0,3,Z,f,1,U
NNP,NMOD,2,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,U,DT,NMOD,1,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*
NNP,NAME,4,10,0.0,0.0,T1,0.0,0.0,2,A,f,2,H*,NNP,NMOD,2,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,S
NNP,SBJ,5,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,S,NNP,NAME,4,10,0.0,0.0,T1,0.0,0.0,2,A,f,2,HL-
RB,MNR,6,10,0.0,0.0,R1,0.0,0.0,2,Z,f,4,HL-,NNP,SBJ,5,10,0.0,0.0,T1,0.0,0.0,2,A,f,1,H*
VBD,ROOT,7,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,H*,RB,MNR,6,10,0.0,0.0,R1,0.0,0.0,2,Z,f,4,S
DT,NMOD,8,10,0.0,0.0,R1,0.0,0.0,2,Z,f,1,S,VBD,ROOT,7,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*
NNS,OBJ,9,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,L*,DT,NMOD,8,10,0.0,0.0,R1,0.0,0.0,2,Z,f,1,LL-
DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,0.0,NNS,OBJ,9,10,0.0,0.0,R1,0.0,0.0,2,Z,f,3,U
VBN,NMOD,2,19,0.0,0.0,T1,0.0,0.0,3,A,f,2,U,DT,NMOD,1,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H
NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,L*+H,VBN,NMOD,2,19,0.0,0.0,T1,0.0,0.0,3,A,f,2,HL-
RB,ADV,4,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,HL-,NNS,SBJ,3,19,0.0,0.0,T1,0.0,0.0,3,A,f,1,H*
MD,OBJ,5,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*,RB,ADV,4,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VB,VC,6,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U,MD,OBJ,5,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
JJR,PRD,7,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S,VB,VC,6,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*
IN,ADV,8,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,H*,JJR,PRD,7,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S
DT,NMOD,9,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S,IN,ADV,8,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U
NNS,PMOD,10,19,0.0,0.0,R1,0.0,0.0,3,B,f,3,U,DT,NMOD,9,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,HL-
RB,ADV,11,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,HL-,NNS,PMOD,10,19,0.0,0.0,R1,0.0,0.0,3,B,f,3,H*
VBN,APPO,12,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,H*,RB,ADV,11,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
TO,OPRD,13,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S,VBN,APPO,12,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,U
VB,IM,14,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,U,TO,OPRD,13,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,S
NNS,OBJ,15,19,0.0,0.0,R1,0.0,0.0,3,B,f,2,S,VB,IM,14,19,0.0,0.0,R1,0.0,0.0,3,B,f,1,LL-
